time_ms,voltage_mV,input_current_nA,spike
358.15000000000003,-44.356978907417144,20.04973174307232,0
877.45,-61.176248362367886,19.952747765623204,0
1144.3000000000002,-40.075100155906114,19.50109360475418,1
1651.5900000000001,-40.075956697477466,19.783391237102855,1
1218.93,-40.04367904827105,20.03171823411477,1
1507.94,-63.10349057510621,20.876117205489532,0
343.74000000000007,-43.789101311781096,20.8578172500655,0
841.99,-40.029068845804005,19.293314025291526,1
508.02000000000004,-40.045243469050675,18.896684248670844,1
706.2,-52.120578441521495,19.96522323185711,0
17.37,-46.47677792321486,19.679877080578155,0
806.37,-40.057747089373294,20.336958717171644,1
617.78,-40.020723729930126,20.336541230846045,1
88.41,-40.13580527923988,20.853770373533738,1
210.12000000000003,-40.06492919999576,19.613737909956892,1
903.8100000000001,-60.3245296651891,19.890055587137986,0
141.59000000000003,-44.99656316248539,19.78117601938065,0
1307.6000000000001,-40.04030574532087,20.433460606148394,1
266.62,-59.08021848225434,20.460321341365876,0
1579.93,-40.028582853449485,20.8215145603977,1
1857.0600000000002,-40.044981259611134,19.513617175436238,1
410.47,-40.04869558726895,19.898976707626918,1
1657.96,-45.230683690166636,20.73410205291677,0
1593.8100000000002,-47.65667614423182,20.07715792564261,0
458.05,-40.04508898106871,19.86034620026526,1
1079.44,-40.10845933169549,19.71831860630654,1
998.7,-43.39223129135853,19.379398387145052,0
654.7700000000001,-40.14157597646756,20.354714974493305,1
624.14,-46.68938205885171,19.49226905619512,0
431.2300000000001,-55.85877687572945,19.54281579562753,0
1248.3700000000001,-40.043422403004584,19.924505399347034,1
975.96,-47.06468724922448,20.159623138380685,0
256.04,-46.795727937182,20.685252440835864,0
721.6700000000001,-40.01831551811671,20.472476158391178,1
1589.8000000000002,-40.02711238789647,20.029202497575444,1
1408.88,-58.61242254537068,19.926170692789793,0
51.65,-40.119769454215195,19.729762588626134,1
225.4,-52.55065474436021,19.225637847359643,0
1173.1299999999999,-50.69104924150832,19.96736019042497,0
1773.02,-40.11151066986106,19.642478211309285,1
1903.2300000000002,-40.08895218331561,21.15920519381599,1
81.62,-47.05219248661507,19.91341451826437,0
1325.5800000000002,-40.07345773668913,20.3613042045797,1
344.03,-47.58489522823409,20.753998919792803,0
541.24,-54.60496618231222,20.566545798619153,0
626.45,-49.80902170000824,19.65279703799738,0
732.41,-40.1509667352407,19.815341334468553,1
734.87,-40.08933141505111,20.700586525302995,1
1187.68,-40.06387714801521,19.918923671928912,1
1097.15,-40.15013940145457,20.18712491585831,1
904.51,-59.87019280335377,19.885780270682773,0
773.2,-48.648649331793656,19.863202547604978,0
1757.45,-41.6710890953408,21.23888804489107,0
539.64,-55.8860107897319,20.38284291838055,0
1380.9,-45.23900451599069,20.13833350791152,0
1705.0900000000001,-40.106883885191344,20.05117030452001,1
1623.99,-40.06287648829635,20.209856817241338,1
390.59000000000003,-40.00079190786592,19.940605323313434,1
1084.39,-40.00668339893995,20.121606475538734,1
214.74,-57.50193454559072,19.976227944795955,0
910.0400000000001,-42.05278361421488,20.264928092901823,0
1627.8300000000002,-40.06408272882402,20.238351739338103,1
1263.88,-40.13072374379522,20.01671615800351,1
527.57,-40.072525373170365,20.02233278165706,1
944.0600000000001,-52.17127517031012,19.936570594189927,0
1792.72,-60.65951506194316,19.28255427929691,0
1884.3700000000001,-64.76945310211512,19.958444860622592,0
923.9200000000001,-40.076456476733966,19.54594153361634,1
1209.98,-40.02120337508539,20.840971412432665,1
1389.73,-40.034218903715015,19.345152563275477,1
1591.73,-53.4230679254808,20.415166754073166,0
1695.7700000000002,-40.14880536939297,19.528603942521173,1
1372.9900000000002,-40.08287244515478,20.359250298006447,1
1245.65,-43.27645598333314,19.577770576856324,0
1950.2800000000002,-47.166639125462375,20.6353475657773,0
344.7,-53.17467357804315,20.519611967165694,0
1316.7900000000002,-60.91410339351604,20.06974062123617,0
1141.16,-40.95292425563558,19.820058686382588,0
1325.92,-40.115385921030274,20.576330954976186,1
1745.0100000000002,-52.01321486369952,20.157271310200116,0
1782.73,-48.4290225105917,20.729024137236625,0
374.12,-40.03674291711476,20.382475705514178,1
221.98000000000002,-40.08469295142246,19.354285916468623,1
1768.52,-48.45331985690447,20.469625162389562,0
877.3100000000001,-62.493611036471336,19.934063589996896,0
1427.72,-54.37728054429854,19.33325051426248,0
1784.42,-40.01292846754917,20.464000428334945,1
1150.08,-40.05933996197446,19.05038662487229,1
